276	jones-t/sent/183	934438140	Form change-confidentiality	59
277	shackleton-s/sent/271	934452060	EDEN	120
278	jones-t/sent/184	934453200	Catalytica	59
279	taylor-m/all_documents/548	934507200	Re: Enron Online	65
280	jones-t/sent/185	934513860	Merrill Lynch/J. Aron Assignment	59
281	taylor-m/sent/433	934519200	Product type long definitions - legal review	138
282	jones-t/sent/6474	934529520	Forms	59
283	hyvl-d/all_documents/69	934530540	Credit Worksheet for City of Lakeland Transaction	53
284	jones-t/sent/186	934534560	Dinner Reservations	59
285	taylor-m/sent/436	934538280	Launch materials	138
286	taylor-m/sent/439	934714500	Online Weather GTC's	138
287	taylor-m/sent/442	934780200	Re: EnronOnline Text	138
288	taylor-m/sent/443	934782960	EnronOnline Long Descriptions	138
289	sager-e/sent/764	934792380	Conference on Standardized Contract	109
290	jones-t/sent/191	934871340	NYMEX-New Contract	59
291	jones-t/sent/192	934875120	Revisions to ISDA exhibit.doc	59
292	jones-t/sent/193	934878720	Canadian Certificates	59
293	taylor-m/sent/444	934884120	Re: Online Weather GTC's	138
294	taylor-m/sent/447	934885920	Sullivan & Cromwell fax	138
295	jones-t/sent/202	935048100	Re: ISDA	59
296	sager-e/sent/770	935055840	Re: TVA authority	109
297	jones-t/sent/210	935142120	UK Weather Transactions	59
298	taylor-m/sent/448	935375340	Re: FASB 133	138
299	taylor-m/sent/450	935377680	Commercial and help guide testing schedule	138
300	jones-t/sent/212	935379780	Form of Online Weather GTC	59
301	hyvl-d/all_documents/78	935382420	Sections 17.1 and 17.2	53
302	shackleton-s/sent/280	935403360	MSA with TGS	120
303	taylor-m/sent/458	935479560	Owens-Corning	138
304	taylor-m/sent/459	935479680	Re: Vacation Days	138
305	shackleton-s/all_documents/406	935490960	Sample ISDA	4
306	haedicke-m/sent/28	935491560	Re: Conference on Standardized Contract	45
307	shackleton-s/sent/284	935495400	Re: Vaction Request	120
308	taylor-m/all_documents/584	935516940	Re: Revised GTCs	65
309	jones-t/sent/217	935549100	Online Trading	59
310	jones-t/sent/219	935553000	Industrial	59
311	taylor-m/sent/463	935572860	Re: Revised GTCs	138
312	taylor-m/sent/466	935577060	Approved Countries for Online Trading	138
313	taylor-m/sent/467	935578980	Re: Reference to telephone conversations on confirmations	138
314	jones-t/sent/221	935581560	Weather GTC's	59
315	shackleton-s/sent/288	935631960	Re: September 1st Group Meeting	120
316	jones-t/sent/222	935633340	ISDA CSA - Para. 11 (English law - transfer)	59
317	shackleton-s/sent/289	935634720	Southern Cone Financial Master Agreements	120
318	jones-t/sent/228	935739960	Merger of NationsBank and Bank of America - Enron Corp.	59
319	jones-t/sent/229	935740620	Re: Merger of NationsBank and Bank of America - Enron Corp.	59
320	jones-t/sent/230	935740740	Re: Merger of NationsBank and Bank of America - Enron Corp.	59
321	shackleton-s/all_documents/425	935750460	Re: Southern Cone Financial Master Agreements	4
322	jones-t/sent/232	935982960	Engage Energy US and Canada	59
323	jones-t/sent/233	935983860	Re: Engage Energy US and Canada	59
324	shackleton-s/sent/293	935993280	ISDA Schedule for Argentina	120
325	hyvl-d/sent/1	935995560	Re: GTC'S AND CONFIRMS	58
326	shackleton-s/all_documents/430	935997120	Southern Cone Schedule	4
327	shackleton-s/all_documents/432	935999160	Southern Cone Financial Master Agreements Schedule	4
328	shackleton-s/sent/297	936067020	Tiger	120
329	jones-t/sent/235	936070200	Norwegian Contracts	59
330	jones-t/sent/237	936071100	Avista Energy ISDA with PGE	59
331	jones-t/sent/239	936072720	Revisions to anexb.doc	59
332	shackleton-s/sent/298	936078600	=?ANSI_X3.4-1968?Q?S=3FO_PAULO-_PHONE_LIST?=	120
333	shackleton-s/sent/301	936081480	Weekly BA Legal Report	120
334	hyvl-d/all_documents/90	936088380	Burlington Resources Trading Inc.	75
335	shackleton-s/sent/302	936097800	Duke Energy International LLC	120
336	hyvl-d/sent/8	936147360	Modified AEC letter agreement	58
337	hyvl-d/sent/9	936148080	Jonan Gas Marketing Inc.	58
338	jones-t/sent/244	936175740	Catalytica confirm	59
339	shackleton-s/sent/303	936176100	Re: Catalytica confirm	120
340	hyvl-d/all_documents/96	936177060	Burlington Contract	75
341	jones-t/sent/245	936180180	Catalytica	59
342	jones-t/sent/246	936180660	EnronOnline Market Descriptions	59
343	shackleton-s/sent/307	936187080	Rotation of Confirmation Desk Calls	120
344	shackleton-s/sent/308	936187260	Confirmation Desk Rotations	120
345	jones-t/sent/249	936236700	Revised Annex A	59
346	shackleton-s/sent/310	936237120	Revised Annex A	120
347	shackleton-s/sent/312	936239940	NYMEX issues	120
348	jones-t/sent/252	936241800	Credit Work Sheets	59
349	jones-t/sent/253	936241860	Rotation of Confirmation Desk Calls	59
350	jones-t/sent/254	936242400	NYMEX issues	59
351	shackleton-s/sent/313	936242820	NYMEX issues	120
352	shackleton-s/sent/317	936259260	Re: NYMEX issues	120
353	shackleton-s/all_documents/469	936268980	Re: Empresa Distribuidora de Energia Sur	4
354	jones-t/sent/257	936319500	Online Trading GTC's	59
355	jones-t/sent/258	936339660	Re: EnronOnline Market Descriptions	59
356	jones-t/sent/261	936340320	Re: EnronOnline Market Descriptions	59
357	shackleton-s/sent/322	936341400	Re: EnronOnline Market Descriptions	120
358	jones-t/sent/263	936349380	Re: EnronOnline Market Descriptions	59
359	jones-t/sent/264	936349500	Re: EnronOnline Market Descriptions	59
360	shackleton-s/sent/324	936352140	Review of Enron North America Corp. ISDA Schedule	120
361	jones-t/sent/266	936353640	Enron Online Market Descriptions	59
362	jones-t/sent/267	936667320	Re: EnronOnline Market Descriptions	59
363	jones-t/sent/268	936667500	EnronOnline Presentation	59
364	jones-t/sent/270	936669840	Online Trading	59
365	shackleton-s/sent/327	936670140	Re: Confirmation Desk/Legal luncheon	120
366	jones-t/sent/272	936670440	Re: Confirmation Desk/Legal luncheon	59
367	shackleton-s/sent/329	936670500	BA Deal Report	120
368	shackleton-s/sent/331	936671700	Susan Flynn	120
369	shackleton-s/all_documents/490	936675900	Southern Cone Financial Master Agreements Schedule	4
370	shackleton-s/sent/334	936684300	Confirmation Desk/Legal luncheon	120
371	jones-t/sent/276	936684600	Re: Confirmation Desk/Legal luncheon	59
372	jones-t/sent/283	936754020	FW: Strategic Documentation Review	59
373	shackleton-s/sent/337	936757440	Tiger ISDA Docs	120
374	shackleton-s/sent/340	936766500	Re: Group List	120
375	shackleton-s/sent/341	936768660	Sample paper and pulp ISDA	120
376	shackleton-s/sent/342	936768900	Legal/Confirm Desk Lunch	120
377	shackleton-s/sent/343	936769380	ISDA Master Netting Agreement	120
378	shackleton-s/sent/345	936770160	KPM Lasara L.P.	120
379	jones-t/sent/288	936776220	Pulp & Paper Market Description	59
380	nemec-g/sent/179	936780960	Transport Agreement Comments	91
381	sanders-r/sent/2106	936795540	Re: Wollschlager - Mediation -Reply -Reply	113
382	jones-t/sent/291	936842400	Lastest Counterparty List	59
383	jones-t/sent/292	936844020	Re: Credit Issues	59
384	shackleton-s/sent/350	936844500	Re: Credit Issues	120
385	sanders-r/all_documents/3595	936850320	FJ Alliance	57
386	nemec-g/sent/183	936866040	Gallup Compression Agreement	91
387	jones-t/sent/296	936870480	Re: Legal and Regulatory Review of Market Descriptions forEnronOnline	59
388	jones-t/sent/297	936872160	Lotus Notes Master Swap Agreement Database	59
389	taylor-m/all_documents/603	936917220	Getting started guide	65
390	jones-t/sent/299	936933000	I just thought of something else	59
391	jones-t/sent/300	936933780	Revisions to Online Trading GTC's	59
392	jones-t/sent/301	936933960	Revision to Industrial	59
393	shackleton-s/sent/359	936948420	Duke's ISDA	120
394	shackleton-s/sent/368	937210440	BA Deal Report	120
395	shackleton-s/sent/369	937212360	Paper & Pulp confidentiality agreements	120
396	jones-t/sent/318	937217160	Online Trading Demonstration	59
397	jones-t/sent/319	937275840	UK Counterparty List	59
398	sager-e/sent/779	937284240	Credit Risk, Urgent	109
399	taylor-m/sent/474	937295220	Wednesday Online Trading Meeting	138
400	jones-t/sent/322	937295700	Re: Online Trading Demonstration	59
401	jones-t/sent/323	937299780	Pursuit Resources	59
402	shackleton-s/sent/373	937302960	Brazil and Argentina: September 19 - 24	120
403	shackleton-s/sent/374	937304880	Trip to Brazil - September 20 - 22	120
404	shackleton-s/sent/378	937310340	Enron Guaranty	120
405	shackleton-s/sent/379	937359780	attached	120
406	jones-t/sent/326	937379220	Updates to Approved Counterparty List	59
407	jones-t/sent/327	937379460	Re: State of Incorporation	59
408	shackleton-s/sent/384	937446900	Argentina and Brazil tax assignments	120
409	jones-t/sent/329	937447140	Re: Canadian Legal Counsel	59
410	shackleton-s/sent/390	937461540	List of Omnibus annexes and attachments	120
411	jones-t/sent/333	937542180	MAC Clause Addition	59
412	shackleton-s/sent/410	937566780	Re: Proposed Enron/Petron ISDA documentation	120
413	sager-e/sent/781	937791840	Letter to Chicago BOT re: TVA's actions	109
414	jones-t/sent/335	937796340	Lotus Notes Master Swap Agreement Database	59
415	jones-t/sent/336	937800960	MAC as an Addtional Event of Default	59
416	nemec-g/sent/202	937803360	Gallup Revisions	91
417	jones-t/sent/339	937810200	MAC as an Additional Event of Default	59
418	jones-t/sent/341	937814280	Legal/Credit Meeting	59
419	haedicke-m/sent/37	937903320	Re: Top Exposure Report	45
420	jones-t/sent/345	937969320	MAC as an Add'l Event of Default	59
421	taylor-m/sent/480	937993860	re Westland Energie BV - capacity deals for 2000	138
422	taylor-m/sent/483	938003280	Anita on leave	138
423	jones-t/sent/348	938057580	Next Form Meeting	59
424	jones-t/sent/350	938061540	Freedom of Information Act.	59
425	taylor-m/sent/485	938065980	New Singapore-based Attorney	138
426	jones-t/sent/351	938068500	Online Trading	59
427	sanders-r/all_documents/3619	938149020	Meeting with Ft. James	57
428	taylor-m/sent/488	938162640	GTC's	138
429	taylor-m/sent/489	938162880	Test Message	138
